"class","term","property","parent term","depth","term kind","field tier","abstract","description","rdfs:comment","json path","reached via paths"
"ComputationalTool","citedBy.author.identifier","identifier","citedBy.author","3","validation property","","","Unique identifier of the organization","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[2].items.properties.identifier","8"
"ComputationalTool","citedBy.author.role","role","citedBy.author","3","validation property","","","What role the organization played in creating the dataset","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[2].items.properties.role","8"
"ComputationalTool","citedBy.author.url","url","citedBy.author","3","validation property","","","Link to the organization","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.author.anyOf[2].items.properties.url","8"
"ComputationalTool","citedBy.abstract","abstract","citedBy","2","validation property","","","Abstract of the publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.abstract","2"
"ComputationalTool","citedBy.datePublished","datePublished","citedBy","2","validation property","","","Date the article was published","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.datePublished","2"
"ComputationalTool","citedBy.description","description","citedBy","2","validation property","","","Description of the publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.description","2"
"ComputationalTool","citedBy.name","name","citedBy","2","validation property","","","Title of the publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.name","2"
"ComputationalTool","citedBy.identifier","identifier","citedBy","2","validation property","","","An identifier associated with the citation such as a digital object identifier (DOI), PubMed ID (PMID), or PubMed Central ID (PMCID)","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.identifier","2"
"ComputationalTool","citedBy.pmid","pmid","citedBy","2","validation property","","PubMed identifier","A PubMed identifier (PMID) of the referenced publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.pmid","2"
"ComputationalTool","citedBy.doi","doi","citedBy","2","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.doi","2"
"ComputationalTool","citedBy.issueNumber","issueNumber","citedBy","2","validation property","","","Issue number where the article appears","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.issueNumber","2"
"ComputationalTool","citedBy.journalName","journalName","citedBy","2","validation property","","","Journal where the article appears","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.journalName","2"
"ComputationalTool","citedBy.journalNameAbbrev","journalNameAbbrev","citedBy","2","validation property","","","Abbreviated journal name where the article appears","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.journalNameAbbrev","2"
"ComputationalTool","citedBy.pagination","pagination","citedBy","2","validation property","","","Page numbers in the journal where the article appears","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.pagination","2"
"ComputationalTool","citedBy.url","url","citedBy","2","validation property","","","The url of the arrticle","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.url","2"
"ComputationalTool","citedBy.volumeNumber","volumeNumber","citedBy","2","validation property","","","Volume of the journal where the article appears","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.volumeNumber","2"
"ComputationalTool","citedBy.citation","citation","citedBy","2","validation property","","","The bibliographic citation string for the article as is provided","","hits[ComputationalTool].validation.properties.citedBy.anyOf[0].items.properties.citation","2"
"ComputationalTool","citedBy.author","author","citedBy","2","validation property","","","Author(s) of the referenced work","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.author","2"
"ComputationalTool","citedBy.abstract","abstract","citedBy","2","validation property","","","Abstract of the referenced work","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.abstract","2"
"ComputationalTool","citedBy.additionalType","additionalType","citedBy","2","validation property","","","Additional type of the referenced work, such as a Sample, Run, Experiment, or BioProject","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.additionalType","2"
"ComputationalTool","citedBy.additionalType.name","name","citedBy.additionalType","3","validation property","","","","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.additionalType.oneOf[0].items.properties.name","2"
"ComputationalTool","citedBy.additionalType.url","url","citedBy.additionalType","3","validation property","","","","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.additionalType.oneOf[0].items.properties.url","2"
"ComputationalTool","citedBy.datePublished","datePublished","citedBy","2","validation property","","","Date the referenced work was published","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.datePublished","2"
"ComputationalTool","citedBy.description","description","citedBy","2","validation property","","","Description of the referenced work","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.description","2"
"ComputationalTool","citedBy.hasPart","hasPart","citedBy","2","validation property","","","A portion of the work","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart","2"
"ComputationalTool","citedBy.hasPart.author","author","citedBy.hasPart","3","validation property","","","Author(s) of the publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author","2"
"ComputationalTool","citedBy.hasPart.author.affiliation","affiliation","citedBy.hasPart.author","4","validation property","","","","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.affiliation","8"
"ComputationalTool","citedBy.hasPart.author.name","name","citedBy.hasPart.author","4","validation property","","","Name of the person","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.name","4"
"ComputationalTool","citedBy.hasPart.author.email","email","citedBy.hasPart.author","4","validation property","","","Email address of the person","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.email","4"
"ComputationalTool","citedBy.hasPart.author.familyName","familyName","citedBy.hasPart.author","4","validation property","","","Family name (surname) of the person","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.familyName","4"
"ComputationalTool","citedBy.hasPart.author.givenName","givenName","citedBy.hasPart.author","4","validation property","","","Given (first) name of the person","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.givenName","4"
"ComputationalTool","citedBy.hasPart.author.identifier","identifier","citedBy.hasPart.author","4","validation property","","","Unique identifier of the person, like an ORCID ID","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.identifier","4"
"ComputationalTool","citedBy.hasPart.author.role","role","citedBy.hasPart.author","4","validation property","","","Role the person played in creating the computational tool","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.role","4"
"ComputationalTool","citedBy.hasPart.author.title","title","citedBy.hasPart.author","4","validation property","","","Title of the person","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.title","4"
"ComputationalTool","citedBy.hasPart.author.url","url","citedBy.hasPart.author","4","validation property","","","Link to the homepage or other web content describing the person","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.url","4"
"ComputationalTool","citedBy.hasPart.author.alternateName","alternateName","citedBy.hasPart.author","4","validation property","","","Alias of the name","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.alternateName","4"
"ComputationalTool","citedBy.hasPart.author.name","name","citedBy.hasPart.author","4","validation property","","","Name of the organization","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.name","4"
"ComputationalTool","citedBy.hasPart.author.parentOrganization","parentOrganization","citedBy.hasPart.author","4","validation property","","","Name of the parent organization. For instance, the parentOrganization of NIAID is the National Institutes of health (NIH)","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.parentOrganization","4"
"ComputationalTool","citedBy.hasPart.author.email","email","citedBy.hasPart.author","4","validation property","","","Email address of the organization","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.email","4"
"ComputationalTool","citedBy.hasPart.author.identifier","identifier","citedBy.hasPart.author","4","validation property","","","Unique identifier of the organization","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.identifier","4"
"ComputationalTool","citedBy.hasPart.author.role","role","citedBy.hasPart.author","4","validation property","","","What role the organization played in creating the dataset","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.role","4"
"ComputationalTool","citedBy.hasPart.author.url","url","citedBy.hasPart.author","4","validation property","","","Link to the organization","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.url","4"
"ComputationalTool","citedBy.hasPart.abstract","abstract","citedBy.hasPart","3","validation property","","","Abstract of the publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.abstract","2"
"ComputationalTool","citedBy.hasPart.datePublished","datePublished","citedBy.hasPart","3","validation property","","","Date the article was published","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.datePublished","2"
"ComputationalTool","citedBy.hasPart.description","description","citedBy.hasPart","3","validation property","","","Description of the publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.description","2"
"ComputationalTool","citedBy.hasPart.name","name","citedBy.hasPart","3","validation property","","","Title of the publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.name","2"
"ComputationalTool","citedBy.hasPart.identifier","identifier","citedBy.hasPart","3","validation property","","","An identifier associated with the citation such as a digital object identifier (DOI), PubMed ID (PMID), or PubMed Central ID (PMCID)","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.identifier","2"
"ComputationalTool","citedBy.hasPart.pmid","pmid","citedBy.hasPart","3","validation property","","PubMed identifier","A PubMed identifier (PMID) of the referenced publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.pmid","2"
"ComputationalTool","citedBy.hasPart.doi","doi","citedBy.hasPart","3","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced publication","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.doi","2"
"ComputationalTool","citedBy.hasPart.issueNumber","issueNumber","citedBy.hasPart","3","validation property","","","Issue number where the article appears","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.issueNumber","2"
"ComputationalTool","citedBy.hasPart.journalName","journalName","citedBy.hasPart","3","validation property","","","Journal where the article appears","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.journalName","2"
"ComputationalTool","citedBy.hasPart.journalNameAbbrev","journalNameAbbrev","citedBy.hasPart","3","validation property","","","Abbreviated journal name where the article appears","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.journalNameAbbrev","2"
"ComputationalTool","citedBy.hasPart.pagination","pagination","citedBy.hasPart","3","validation property","","","Page numbers in the journal where the article appears","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.pagination","2"
"ComputationalTool","citedBy.hasPart.url","url","citedBy.hasPart","3","validation property","","","The url of the arrticle","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.url","2"
"ComputationalTool","citedBy.hasPart.volumeNumber","volumeNumber","citedBy.hasPart","3","validation property","","","Volume of the journal where the article appears","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.volumeNumber","2"
"ComputationalTool","citedBy.hasPart.citation","citation","citedBy.hasPart","3","validation property","","","The bibliographic citation string for the article as is provided","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.hasPart.oneOf[0].properties.citation","2"
"ComputationalTool","citedBy.includedInDataCatalog","includedInDataCatalog","citedBy","2","validation property","","","Data or tool catalog which houses the work","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.includedInDataCatalog","2"
"ComputationalTool","citedBy.includedInDataCatalog.name","name","citedBy.includedInDataCatalog","3","validation property","","","Data or tool catalog name","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.name","2"
"ComputationalTool","citedBy.includedInDataCatalog.url","url","citedBy.includedInDataCatalog","3","validation property","","","Link to data or tool catalog","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.url","2"
"ComputationalTool","citedBy.includedInDataCatalog.versionDate","versionDate","citedBy.includedInDataCatalog","3","validation property","","","date the metadata was harvested from the catalog","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.versionDate","2"
"ComputationalTool","citedBy.includedInDataCatalog.archivedAt","archivedAt","citedBy.includedInDataCatalog","3","validation property","","","The url(s) of one or more datasets, tools, resources or other items listed in a DataCatalog or ResourceCatalog","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.archivedAt","2"
"ComputationalTool","citedBy.name","name","citedBy","2","validation property","","","Name or title","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.name","2"
"ComputationalTool","citedBy.identifier","identifier","citedBy","2","validation property","","","An identifier associated with the work","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.identifier","2"
"ComputationalTool","citedBy.relationship","relationship","citedBy","2","validation property","","","How the works are related","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.relationship","2"
"ComputationalTool","citedBy.doi","doi","citedBy","2","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced work","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.doi","2"
"ComputationalTool","citedBy.url","url","citedBy","2","validation property","","","The url of the work","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.url","2"
"ComputationalTool","citedBy.citation","citation","citedBy","2","validation property","","","The bibliographic citation for the referenced work as is provided","","hits[ComputationalTool].validation.properties.citedBy.anyOf[2].items.properties.citation","2"
"ComputationalTool","date","date","","1","validation property","required","date changed","Date the work has changed: most recent date of dateModified, datePublished, and dateCreated.","Date the dataset, resource/resource catalog or computational tool has changed: most recent date of dateModified, datePublished, and dateCreated.","hits[ComputationalTool].validation.properties.date","1"
"ComputationalTool","doi","doi","","1","validation property","recommended","digital object identifier","Digital object identifier (DOI) for the work, not any associated publications.","Digital object identifier (DOI) for the dataset, resource/resource catalog or computational tool.","hits[ComputationalTool].validation.properties.doi","1"
"ComputationalTool","includedInDataCatalog","includedInDataCatalog","","1","validation property","required","catalog containing the work","Data or tool catalog","Repository or source which contains the dataset, resource/resource catalog, computational tool etc.","hits[ComputationalTool].validation.properties.includedInDataCatalog","1"
"ComputationalTool","includedInDataCatalog.name","name","includedInDataCatalog","2","validation property","","","Data or tool catalog name","","hits[ComputationalTool].validation.properties.includedInDataCatalog.properties.name","1"
"ComputationalTool","includedInDataCatalog.url","url","includedInDataCatalog","2","validation property","","","Link to data or tool catalog","","hits[ComputationalTool].validation.properties.includedInDataCatalog.properties.url","1"
"ComputationalTool","includedInDataCatalog.versionDate","versionDate","includedInDataCatalog","2","validation property","","","date the metadata was harvested from the catalog","","hits[ComputationalTool].validation.properties.includedInDataCatalog.properties.versionDate","1"
"ComputationalTool","includedInDataCatalog.archivedAt","archivedAt","includedInDataCatalog","2","validation property","","","The url(s) of one or more datasets, tools, resources or other items listed in a DataCatalog or ResourceCatalog","","hits[ComputationalTool].validation.properties.includedInDataCatalog.properties.archivedAt","1"
"ComputationalTool","isBasisFor","isBasisFor","","1","validation property","optional","","A computational tool which reuses the computational tool.","Dataset, resource/resource catalog or computational tool which incorporate this dataset, resource/resource catalog or computational tool.","hits[ComputationalTool].validation.properties.isBasisFor","1"
"ComputationalTool","isBasisFor.author","author","isBasisFor","2","validation property","","","Author(s) of the publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author","2"
"ComputationalTool","isBasisFor.author.affiliation","affiliation","isBasisFor.author","3","validation property","","","","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation","16"
"ComputationalTool","isBasisFor.author.affiliation.name","name","isBasisFor.author.affiliation","4","validation property","","","Name of the affiliation, such as a university","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.name","16"
"ComputationalTool","isBasisFor.author.affiliation.sameAs","sameAs","isBasisFor.author.affiliation","4","validation property","","","Alias for the affiliation","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.sameAs","16"
"ComputationalTool","isBasisFor.author.affiliation.url","url","isBasisFor.author.affiliation","4","validation property","","","URL of the affiliation","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.affiliation.properties.url","16"
"ComputationalTool","isBasisFor.author.name","name","isBasisFor.author","3","validation property","","","Name of the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.name","8"
"ComputationalTool","isBasisFor.author.email","email","isBasisFor.author","3","validation property","","","Email address of the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.email","8"
"ComputationalTool","isBasisFor.author.familyName","familyName","isBasisFor.author","3","validation property","","","Family name (surname) of the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.familyName","8"
"ComputationalTool","isBasisFor.author.givenName","givenName","isBasisFor.author","3","validation property","","","Given (first) name of the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.givenName","8"
"ComputationalTool","isBasisFor.author.identifier","identifier","isBasisFor.author","3","validation property","","","Unique identifier of the person, like an ORCID ID","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.identifier","8"
"ComputationalTool","isBasisFor.author.role","role","isBasisFor.author","3","validation property","","","Role the person played in creating the computational tool","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.role","8"
"ComputationalTool","isBasisFor.author.title","title","isBasisFor.author","3","validation property","","","Title of the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.title","8"
"ComputationalTool","isBasisFor.author.url","url","isBasisFor.author","3","validation property","","","Link to the homepage or other web content describing the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[0].items.properties.url","8"
"ComputationalTool","isBasisFor.author.alternateName","alternateName","isBasisFor.author","3","validation property","","","Alias of the name","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[2].items.properties.alternateName","8"
"ComputationalTool","isBasisFor.author.name","name","isBasisFor.author","3","validation property","","","Name of the organization","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[2].items.properties.name","8"
"ComputationalTool","isBasisFor.author.parentOrganization","parentOrganization","isBasisFor.author","3","validation property","","","Name of the parent organization. For instance, the parentOrganization of NIAID is the National Institutes of health (NIH)","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[2].items.properties.parentOrganization","8"
"ComputationalTool","isBasisFor.author.email","email","isBasisFor.author","3","validation property","","","Email address of the organization","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[2].items.properties.email","8"
"ComputationalTool","isBasisFor.author.identifier","identifier","isBasisFor.author","3","validation property","","","Unique identifier of the organization","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[2].items.properties.identifier","8"
"ComputationalTool","isBasisFor.author.role","role","isBasisFor.author","3","validation property","","","What role the organization played in creating the dataset","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[2].items.properties.role","8"
"ComputationalTool","isBasisFor.author.url","url","isBasisFor.author","3","validation property","","","Link to the organization","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.author.anyOf[2].items.properties.url","8"
"ComputationalTool","isBasisFor.abstract","abstract","isBasisFor","2","validation property","","","Abstract of the publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.abstract","2"
"ComputationalTool","isBasisFor.datePublished","datePublished","isBasisFor","2","validation property","","","Date the article was published","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.datePublished","2"
"ComputationalTool","isBasisFor.description","description","isBasisFor","2","validation property","","","Description of the publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.description","2"
"ComputationalTool","isBasisFor.name","name","isBasisFor","2","validation property","","","Title of the publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.name","2"
"ComputationalTool","isBasisFor.identifier","identifier","isBasisFor","2","validation property","","","An identifier associated with the citation such as a digital object identifier (DOI), PubMed ID (PMID), or PubMed Central ID (PMCID)","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.identifier","2"
"ComputationalTool","isBasisFor.pmid","pmid","isBasisFor","2","validation property","","PubMed identifier","A PubMed identifier (PMID) of the referenced publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.pmid","2"
"ComputationalTool","isBasisFor.doi","doi","isBasisFor","2","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.doi","2"
"ComputationalTool","isBasisFor.issueNumber","issueNumber","isBasisFor","2","validation property","","","Issue number where the article appears","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.issueNumber","2"
"ComputationalTool","isBasisFor.journalName","journalName","isBasisFor","2","validation property","","","Journal where the article appears","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.journalName","2"
"ComputationalTool","isBasisFor.journalNameAbbrev","journalNameAbbrev","isBasisFor","2","validation property","","","Abbreviated journal name where the article appears","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.journalNameAbbrev","2"
"ComputationalTool","isBasisFor.pagination","pagination","isBasisFor","2","validation property","","","Page numbers in the journal where the article appears","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.pagination","2"
"ComputationalTool","isBasisFor.url","url","isBasisFor","2","validation property","","","The url of the arrticle","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.url","2"
"ComputationalTool","isBasisFor.volumeNumber","volumeNumber","isBasisFor","2","validation property","","","Volume of the journal where the article appears","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.volumeNumber","2"
"ComputationalTool","isBasisFor.citation","citation","isBasisFor","2","validation property","","","The bibliographic citation string for the article as is provided","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[0].items.properties.citation","2"
"ComputationalTool","isBasisFor.author","author","isBasisFor","2","validation property","","","Author(s) of the referenced work","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.author","2"
"ComputationalTool","isBasisFor.abstract","abstract","isBasisFor","2","validation property","","","Abstract of the referenced work","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.abstract","2"
"ComputationalTool","isBasisFor.additionalType","additionalType","isBasisFor","2","validation property","","","Additional type of the referenced work, such as a Sample, Run, Experiment, or BioProject","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.additionalType","2"
"ComputationalTool","isBasisFor.additionalType.name","name","isBasisFor.additionalType","3","validation property","","","","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.additionalType.oneOf[0].items.properties.name","2"
"ComputationalTool","isBasisFor.additionalType.url","url","isBasisFor.additionalType","3","validation property","","","","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.additionalType.oneOf[0].items.properties.url","2"
"ComputationalTool","isBasisFor.datePublished","datePublished","isBasisFor","2","validation property","","","Date the referenced work was published","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.datePublished","2"
"ComputationalTool","isBasisFor.description","description","isBasisFor","2","validation property","","","Description of the referenced work","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.description","2"
"ComputationalTool","isBasisFor.hasPart","hasPart","isBasisFor","2","validation property","","","A portion of the work","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart","2"
"ComputationalTool","isBasisFor.hasPart.author","author","isBasisFor.hasPart","3","validation property","","","Author(s) of the publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author","2"
"ComputationalTool","isBasisFor.hasPart.author.affiliation","affiliation","isBasisFor.hasPart.author","4","validation property","","","","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.affiliation","8"
"ComputationalTool","isBasisFor.hasPart.author.name","name","isBasisFor.hasPart.author","4","validation property","","","Name of the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.name","4"
"ComputationalTool","isBasisFor.hasPart.author.email","email","isBasisFor.hasPart.author","4","validation property","","","Email address of the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.email","4"
"ComputationalTool","isBasisFor.hasPart.author.familyName","familyName","isBasisFor.hasPart.author","4","validation property","","","Family name (surname) of the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.familyName","4"
"ComputationalTool","isBasisFor.hasPart.author.givenName","givenName","isBasisFor.hasPart.author","4","validation property","","","Given (first) name of the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.givenName","4"
"ComputationalTool","isBasisFor.hasPart.author.identifier","identifier","isBasisFor.hasPart.author","4","validation property","","","Unique identifier of the person, like an ORCID ID","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.identifier","4"
"ComputationalTool","isBasisFor.hasPart.author.role","role","isBasisFor.hasPart.author","4","validation property","","","Role the person played in creating the computational tool","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.role","4"
"ComputationalTool","isBasisFor.hasPart.author.title","title","isBasisFor.hasPart.author","4","validation property","","","Title of the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.title","4"
