"class","term","property","parent term","depth","term kind","field tier","abstract","description","rdfs:comment","json path","reached via paths"
"ComputationalTool","isBasisFor.hasPart.author.url","url","isBasisFor.hasPart.author","4","validation property","","","Link to the homepage or other web content describing the person","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[0].items.properties.url","4"
"ComputationalTool","isBasisFor.hasPart.author.alternateName","alternateName","isBasisFor.hasPart.author","4","validation property","","","Alias of the name","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.alternateName","4"
"ComputationalTool","isBasisFor.hasPart.author.name","name","isBasisFor.hasPart.author","4","validation property","","","Name of the organization","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.name","4"
"ComputationalTool","isBasisFor.hasPart.author.parentOrganization","parentOrganization","isBasisFor.hasPart.author","4","validation property","","","Name of the parent organization. For instance, the parentOrganization of NIAID is the National Institutes of health (NIH)","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.parentOrganization","4"
"ComputationalTool","isBasisFor.hasPart.author.email","email","isBasisFor.hasPart.author","4","validation property","","","Email address of the organization","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.email","4"
"ComputationalTool","isBasisFor.hasPart.author.identifier","identifier","isBasisFor.hasPart.author","4","validation property","","","Unique identifier of the organization","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.identifier","4"
"ComputationalTool","isBasisFor.hasPart.author.role","role","isBasisFor.hasPart.author","4","validation property","","","What role the organization played in creating the dataset","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.role","4"
"ComputationalTool","isBasisFor.hasPart.author.url","url","isBasisFor.hasPart.author","4","validation property","","","Link to the organization","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.author.anyOf[2].items.properties.url","4"
"ComputationalTool","isBasisFor.hasPart.abstract","abstract","isBasisFor.hasPart","3","validation property","","","Abstract of the publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.abstract","2"
"ComputationalTool","isBasisFor.hasPart.datePublished","datePublished","isBasisFor.hasPart","3","validation property","","","Date the article was published","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.datePublished","2"
"ComputationalTool","isBasisFor.hasPart.description","description","isBasisFor.hasPart","3","validation property","","","Description of the publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.description","2"
"ComputationalTool","isBasisFor.hasPart.name","name","isBasisFor.hasPart","3","validation property","","","Title of the publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.name","2"
"ComputationalTool","isBasisFor.hasPart.identifier","identifier","isBasisFor.hasPart","3","validation property","","","An identifier associated with the citation such as a digital object identifier (DOI), PubMed ID (PMID), or PubMed Central ID (PMCID)","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.identifier","2"
"ComputationalTool","isBasisFor.hasPart.pmid","pmid","isBasisFor.hasPart","3","validation property","","PubMed identifier","A PubMed identifier (PMID) of the referenced publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.pmid","2"
"ComputationalTool","isBasisFor.hasPart.doi","doi","isBasisFor.hasPart","3","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced publication","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.doi","2"
"ComputationalTool","isBasisFor.hasPart.issueNumber","issueNumber","isBasisFor.hasPart","3","validation property","","","Issue number where the article appears","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.issueNumber","2"
"ComputationalTool","isBasisFor.hasPart.journalName","journalName","isBasisFor.hasPart","3","validation property","","","Journal where the article appears","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.journalName","2"
"ComputationalTool","isBasisFor.hasPart.journalNameAbbrev","journalNameAbbrev","isBasisFor.hasPart","3","validation property","","","Abbreviated journal name where the article appears","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.journalNameAbbrev","2"
"ComputationalTool","isBasisFor.hasPart.pagination","pagination","isBasisFor.hasPart","3","validation property","","","Page numbers in the journal where the article appears","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.pagination","2"
"ComputationalTool","isBasisFor.hasPart.url","url","isBasisFor.hasPart","3","validation property","","","The url of the arrticle","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.url","2"
"ComputationalTool","isBasisFor.hasPart.volumeNumber","volumeNumber","isBasisFor.hasPart","3","validation property","","","Volume of the journal where the article appears","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.volumeNumber","2"
"ComputationalTool","isBasisFor.hasPart.citation","citation","isBasisFor.hasPart","3","validation property","","","The bibliographic citation string for the article as is provided","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.hasPart.oneOf[0].properties.citation","2"
"ComputationalTool","isBasisFor.includedInDataCatalog","includedInDataCatalog","isBasisFor","2","validation property","","","Data or tool catalog which houses the work","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.includedInDataCatalog","2"
"ComputationalTool","isBasisFor.includedInDataCatalog.name","name","isBasisFor.includedInDataCatalog","3","validation property","","","Data or tool catalog name","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.name","2"
"ComputationalTool","isBasisFor.includedInDataCatalog.url","url","isBasisFor.includedInDataCatalog","3","validation property","","","Link to data or tool catalog","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.url","2"
"ComputationalTool","isBasisFor.includedInDataCatalog.versionDate","versionDate","isBasisFor.includedInDataCatalog","3","validation property","","","date the metadata was harvested from the catalog","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.versionDate","2"
"ComputationalTool","isBasisFor.includedInDataCatalog.archivedAt","archivedAt","isBasisFor.includedInDataCatalog","3","validation property","","","The url(s) of one or more datasets, tools, resources or other items listed in a DataCatalog or ResourceCatalog","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.includedInDataCatalog.oneOf[0].properties.archivedAt","2"
"ComputationalTool","isBasisFor.name","name","isBasisFor","2","validation property","","","Name or title","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.name","2"
"ComputationalTool","isBasisFor.identifier","identifier","isBasisFor","2","validation property","","","An identifier associated with the work","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.identifier","2"
"ComputationalTool","isBasisFor.relationship","relationship","isBasisFor","2","validation property","","","How the works are related","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.relationship","2"
"ComputationalTool","isBasisFor.doi","doi","isBasisFor","2","validation property","","digital object identifier","A digital object identifier (DOI) of the referenced work","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.doi","2"
"ComputationalTool","isBasisFor.url","url","isBasisFor","2","validation property","","","The url of the work","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.url","2"
"ComputationalTool","isBasisFor.citation","citation","isBasisFor","2","validation property","","","The bibliographic citation for the referenced work as is provided","","hits[ComputationalTool].validation.properties.isBasisFor.anyOf[2].items.properties.citation","2"
